,url,name,header,guests,bedrooms,beds,bathrooms,kitchen,wifi,free-parking,rating,review,Actual_price per,Total_price
95,/rooms/546722?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=32a17025-f801-4b6d-8c60-67ba660c2fc4,Private room in Ramsau im Zillertal,Book business trips now ! Room Love!,4,1,4,1.5,1,1,1,4.8,263,16950,67800
96,/rooms/14508695?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=32a17025-f801-4b6d-8c60-67ba660c2fc4,Entire rental unit in Tux,Lovely 2 bedroom apartment in the mountains!,6,2,6,1,1,1,1,5,5,27436,114694
97,/rooms/26790211?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=32a17025-f801-4b6d-8c60-67ba660c2fc4,Entire serviced apartment in Tux,Appartament mit eigenem Eingang im Pension ZumSepp,6,2,2,2,0,0,0,4.74,31,16999,72037
98,/rooms/31051540?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=32a17025-f801-4b6d-8c60-67ba660c2fc4,Entire serviced apartment in Mayrhofen,SISSI SUITES | luxury apartments | 4 Personen,4,2,4,2,0,0,0,0,0,45953,183813
99,/rooms/53779801?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=32a17025-f801-4b6d-8c60-67ba660c2fc4,Entire rental unit in Hart im Zillertal,Apart-Pankrazblick,4,1,0,0,0,0,0,0,0,15629,69117
100,/rooms/51758132?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Stummerberg,"Holiday Apartment ""Steffl"" with Panorama Mountain View & Terrace",6,2,4,1,1,0,0,0,0,11717,53058
101,/rooms/42262154?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Private room in Alpbach,Apartment 2-5,4,2,3,2,1,1,1,4.88,25,14028,56111
102,/rooms/48457500?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire home in Uderns,Holiday house dream with terrace and hot tub,8,3,3,3,1,1,1,0,0,24012,129056
103,/rooms/16161097?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Aschau im Zillertal,Alpina for 4 persons.,4,1,2,1,1,1,0,4.57,23,8933,35730
104,/rooms/53350277?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Fügenberg,Hochfügenblick - Ski and Hiking Cottage,6,1,4,1,1,1,0,0,0,11202,49923
105,/rooms/50858838?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Tux,Ferinenwohnungen Kirchler,5,2,3,1,1,1,1,0,0,12625,55534
106,/rooms/39963977?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Schwaz,Bright mansard apartment in a listed house,6,2,4,1.5,1,1,1,4.76,64,9548,41904
107,/rooms/36805418?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Fügenberg,Modern Apartment in Fügenberg with Garden,8,3,5,2,1,1,0,4.88,8,12625,50501
108,/rooms/53928282?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hart im Zillertal,Perfect Lodgings / Panorama 11,4,1,0,1,1,1,1,5,7,17164,76493
109,/rooms/17949847?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hart im Zillertal,Ferienwohnung 90m² für 4-7 Pers. (Zillertalblick),7,3,7,1,1,1,1,4.8,5,7824,39549
110,/rooms/44390334?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hart im Zillertal,Alluring Apartment in Hart im Zillertal with Parking,9,3,6,3,1,1,0,5,5,24326,113807
111,/rooms/23213253?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Buch,Quiet apartment in Tirol,4,1,6,1,1,1,1,4.83,75,11902,51320
112,/rooms/50202421?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Finkenberg,Apart Sport-Stock Ahorn,4,1,0,1.5,1,1,1,0,0,20450,87574
113,/rooms/14211379?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Laimach,Apartment Haberl - apartment maple summer,12,5,12,3,1,1,1,4.8,10,14125,56500
114,/rooms/52734893?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hart im Zillertal,Lovely apartment with a view,6,2,2,2,1,1,1,0,0,13858,61209
115,/rooms/46545046?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hippach-Schwendberg,Holiday apartment Kirchler,6,2,6,1,1,1,1,0,0,15488,68553
116,/rooms/34238753?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Gerlosberg,House Kröll Elisabeth,7,3,5,1,1,1,1,4.83,6,13416,60265
117,/rooms/40245016?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Fügen,"Cozy Apartment in Fügen with Balcony, Garden, Grill, Heating",4,2,3,1,1,1,0,4.6,5,7262,33172
118,/rooms/36805421?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Hart im Zillertal,Cozy Apartment in Hart im Zillertal near Ski Area,4,1,2,1,1,1,0,3.5,5,8450,33799
119,/rooms/24154173?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=b469c927-2d73-431a-9670-a14ed515bd2c,Entire rental unit in Kolsassberg,Ninas Residenzal am Kolsassberg,4,1,2,1.5,1,1,1,4.57,16,9845,43505
120,/rooms/52896520?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire chalet in Zell am Ziller,Villa mit Charm,8,3,8,2,1,1,1,0,0,34410,137638
121,/rooms/23636170?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire home in Neu-Terfens,"Holiday home ""Zeitlos""",7,3,4,3,1,1,1,4.95,59,17683,78158
122,/rooms/24154173?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Kolsassberg,Ninas Residenzal am Kolsassberg,4,1,2,1.5,1,1,1,4.57,16,9845,43505
123,/rooms/599089276602131954?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Schwaz,Wooden apartment in Hart with terrace,10,3,7,1,1,1,0,0,0,14482,57927
124,/rooms/558441377594820039?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Kaltenbach,Ferienwohnung Hannes in Kaltenbach,6,2,6,1,1,1,1,0,0,15699,62795
125,/rooms/36805421?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Hart im Zillertal,Cozy Apartment in Hart im Zillertal near Ski Area,4,1,2,1,1,1,0,3.5,5,8450,33799
126,/rooms/14210812?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Laimach,Apartment Haberl - apartment pasture summer,10,3,10,3,1,1,1,5,5,14125,56500
127,/rooms/53928282?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Hart im Zillertal,Perfect Lodgings / Panorama 11,4,1,0,1,1,1,1,5,7,17164,76493
128,/rooms/38290005?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Private room in Hainzenberg,Haus Schweiber,10,5,7,2,0,0,1,5,5,20246,80982
129,/rooms/45980268?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Private room in Fügen,Room for 4 with breakfast  in the heart of Fügen,4,2,0,1,0,0,0,4.78,9,15067,60266
130,/rooms/27269294?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Finkenberg,Apartment Anna with view,6,3,6,1,1,1,1,4.67,3,15358,69684
131,/rooms/599156154011345944?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Stumm,Pleasant apartment in Stumm with garden,6,2,4,1,1,0,0,0,0,11862,47447
132,/rooms/599771622159061658?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Hart im Zillertal,Grand Alpin Panorama Lodge / Top 4,4,2,2,1,1,1,1,0,0,16112,71047
133,/rooms/38060033?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire home in Tux,Cottage Martlerhof,12,6,12,4,1,1,1,0,0,22949,101699
134,/rooms/29931397?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Schwaz,Große Schorpenhof holiday apartment,10,4,7,3.5,1,1,0,5,8,28541,122416
135,/rooms/19612213?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire home in Hippach-Schwendberg,Lenzelerhof - cozy farmhouse high up on a mountain,14,7,14,3,1,0,0,4.92,13,61645,258957
136,/rooms/38484835?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Schwaz,Apartment Theresa,6,2,2,1.5,1,0,0,5,6,19008,80982
137,/rooms/9663136?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Hut in Kaltenbach,Alpine chalet high-end valley with heart,7,2,7,1,1,0,0,5,6,21299,101699
138,/rooms/23213253?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Buch,Quiet apartment in Tirol,4,1,6,1,1,1,1,4.83,75,11902,51320
139,/rooms/44671440?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=7f3b306f-bc7c-418a-95e6-f2805508b1f2,Entire rental unit in Buch,Accommodation for rest and tranquility!,5,1,0,1,1,1,1,4.5,4,8562,36725
140,/rooms/40739738?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Fügen,TheView Apartments Zillertal Hamberg-View,5,2,3,1,1,1,1,5,6,18357,81266
141,/rooms/53931816?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Hart im Zillertal,Perfect Lodgings / Panorama 22,4,1,0,1,1,1,1,5,4,19288,84992
142,/rooms/52734893?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Hart im Zillertal,Lovely apartment with a view,6,2,2,2,1,1,1,0,0,13858,61209
143,/rooms/16105711?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Private room in Mayrhofen,Maple Lodge - Grünberg,6,2,4,1,1,1,1,0,0,34118,142662
144,/rooms/22875109?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire serviced apartment in Aschau im Zillertal,Apartment Reinhilde Hauser Apartment Viktoria,6,3,3,2.5,1,1,1,4.5,3,24920,112058
145,/rooms/15797390?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire serviced apartment in Aschau im Zillertal,Ferienwohnung Reinhilde Hauser Apartment Josef,4,1,2,1,1,1,1,4.7,10,20066,88517
146,/rooms/3575086?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Zell am Ziller,Zell am Ziller / Zillertal Arena,7,2,5,1,1,1,1,4.5,9,14358,64033
147,/rooms/50023509?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Finsing,Feel-good holiday in the Zillertal,6,3,6,2,0,0,0,0,0,16008,64033
148,/rooms/22519124?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Private room in Schwaz,Alpine jewel Hundsbichler,6,2,4,1,1,1,1,5,3,15300,67800
149,/rooms/34104659?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Alpbach,cozy apartment directly at skiing area,5,2,2,1,1,1,1,5,3,17008,69683
150,/rooms/599094524482390021?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire home in Stumm,Idyllic apartment in Stumm with garden,10,3,6,2,1,0,0,0,0,21062,84249
151,/rooms/17925741?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire apartment in Stumm,Holiday apartment Höllwarth,8,3,5,2,1,1,1,4.93,15,36220,157259
152,/rooms/53246728?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Stumm,Ferienwohnung Andreas,4,1,3,1,1,1,1,0,0,16829,77217
153,/rooms/50298107?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Fügen,Second home,5,2,3,2,1,1,1,0,0,26364,115358
154,/rooms/9607200?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Finsing,Appartement Claudia,6,3,6,1,1,1,1,4.67,21,13358,58383
155,/rooms/48178361?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire home in Kleinboden,"holiday home Bergheim, Fügen",12,6,8,2,1,1,0,0,0,18022,72086
156,/rooms/37470285?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire rental unit in Schwaz,Montana Apartments Hochfügen,6,2,6,1,1,1,1,0,0,24673,103641
157,/rooms/48178363?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire home in Kleinboden,"holiday home Bergheim, Fügen",16,12,18,3,1,1,0,0,0,25399,101594
158,/rooms/19611501?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire home in Hippach-Schwendberg,"Chalet ""Alpenrose""",4,2,2,1.5,1,1,1,0,0,65917,263666
159,/rooms/19611956?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=072e571c-3107-47cd-89a6-444d3cd1402c,Entire home in Hippach-Schwendberg,"Chalet ""Erika""",4,2,2,1.5,1,1,1,0,0,71567,286266
160,/rooms/42394784?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire villa in Fügen,Villa AM MARIENBERG,6,3,8,2,1,1,1,0,0,47666,207165
161,/rooms/19611663?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire home in Schwaz,"Chalet ""Arnika""",4,2,2,2,1,1,1,0,0,65917,263666
162,/rooms/25927895?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Private room in Fügenberg,a spacious family room for 2-6 people,6,2,3,2.5,0,0,0,0,0,32958,131832
163,/rooms/19611152?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire home in Hippach-Schwendberg,"Chalet ""Steinquendel""",4,2,2,1,1,1,1,0,0,71567,286266
164,/rooms/8218521?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire chalet in Alpbach,Family Chalet in Inner Alpbach,10,6,7,3.5,1,1,1,5,16,57082,244832
165,/rooms/53802421?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire rental unit in Hart im Zillertal,Perfect Lodgings / Panorama 21,4,1,0,1,1,1,1,0,0,23332,101165
166,/rooms/25336963?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire home in Kolsassberg,House Sonnenwinkel,8,3,7,1,1,1,1,5,5,15112,67047
167,/rooms/19611997?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire home in Hippach-Schwendberg,"Chalet ""Silberdistel""",4,2,2,1,1,1,1,0,0,65917,263666
168,/rooms/26406879?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire home in Fügen,Berghof Zillertal Hambergblick,6,2,5,1,1,1,1,0,0,30337,127124
169,/rooms/11251449?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Entire chalet in Gemeinde Fügenberg,Montana Chalets Upgrade Zillertal,9,4,0,0,0,0,0,5,6,56937,240536
170,/rooms/26883943?adults=4&check_in=2022-07-14&check_out=2022-07-18&previous_page_section_name=1000&federated_search_id=a4af668e-1f4f-4fe7-b2fe-1f47ec4c05ba,Private room in Tux,wo Gastfreundschaft zu Hause ist,4,2,4,2.5,1,1,1,0,0,34045,140307
